 10016 | Allegheny County
 10017 | Allegheny County Kane Regional Center
 10369 | Allegheny Health Network
 10714 | Allegheny Partners for Out-of-School Time (APOST)
  8896 | Allegis Group Services
  1684 | Allen and Company
  9159 | Allen Lund Company
  3065 | Allen Natow
  3656 | Allen & Overy
   957 | AllianceBernstein Holding
 10939 | Alliance Data
 11023 | Alliance Residential
 10397 | Alliance Transportation
  3396 | Allianz
  2447 | Allianz Global Investors
  3270 | Allied Barton Security Company
  9875 | Allied Health Media, LLC
  7254 | Allied Technology Group
  4761 | Allina Hospitals and Clincis
  1345 | Alloy Media + Marketing
  1547 | All Stars Project
  6998 | Allstate
  3514 | Allstate Insurance Co.
  4597 | All-Systems Satellite Dist.
  4815 | All the Buzz Dance & Drama School
  9787 | Ally Financial
  7108 | Allyn Media
  6769 | Alma Family Services
  3754 | ALM Media
  9651 | Aloha
  7754 | Alpargatas USA (Havaianas)
 10733 | AlphaSights
  8966 | Alpha Sirius Inc.
  2507 | Alpine Capital
  4771 | Alpine Investors
  7416 | AlpInvest Partners
  8448 | Alstom Transportation Inc.
  1508 | Alston & Bird LLP
 10737 | alta
 10736 | ALTA IT Services
  2151 | AltantiCare
  8514 | Altenheim and Shumer Place
  9658 | Alternative Distribution Alliance
  2285 | Alternative school in Mayslanding
  4603 | Altman Foundation
 11132 | Altschuler and Company
  5703 | Altus 365
  4867 | Altus Group Latin America
   217 | Aluka, Bocca Lupo
  6744 | Alum Rock School District
  1432 | Alvarez & Marsal
 10890 | Alvin Ailey Dance Foundation
  9060 | Alzheimer's Association, NYC Chapter
  7685 | Alzheimer's Foundation of America
  3886 | Amalgamated Capital
  6097 | Amaral Auto Sales
  1695 | Amazing Taste, LLC
  6047 | Amazon.com
   611 | Amber Charter School
 10292 | Ambicage
    68 | Ambient Planet
   553 | Ambridge Partners
  2617 | Ambrose Employer Group, LLC
  8904 | AMC Networks
  5445 | AMD
  7331 | AMDA
  8406 | Amegy Bank of Texas
  7310 | Amer. Assoc. of Univ Women
 11284 | Ameren Illinois
  7327 | America Achieves
  8524 | American Airlines
  7096 | American Airlines Center
  2882 | American Appraisal
  9434 | American Arbitration Association
 10200 | American Bank of Commerce
  2518 | American Bar Association
 10504 | American Block Company
 11039 | American Bridge 21st Century Super PAC
  9604 | American Camp Association, NY & NJ
   111 | American Cancer Society
 10958 | American Capital
 11095 | American Century Investments
  7585 | American Chemical Society
   462 | American City Arts
  1570 | American Civil Liberties Union
  6613 | American Conference Institute
 10422 | American Contractors Insurance Group
  7572 | American Council on Education
  7820 | American Council on Renewable Energy
  8997 | American Councils for International Education
  7078 | Americaneagle.com
  6164 | American Eagle Outfitters
   272 | American Express
  1573 | American Express Company
 10742 | American Express Global Business Travel
  9584 | American Financial Network
 11024 | American Foundation for Suicide Prevention
  8789 | American Friends of the Bambi Homes Colombia
 11053 | American Fuel and Petrochemical Manufacturers
  4118 | American Geriatrics Society
  6623 | American Greetings
  8143 | American Hallmark Insurance Company
  9294 | American Heart Association
 10117 | American Hospital Association
 11296 | American Imaging
  9252 | American Institute for Public Service
 10097 | American Institute of Chemical Engineers
  6191 | American Institutes for Research
  9750 | American International Group, Inc.
  9148 | American Israel Public Affairs Committee
  7676 | American Jewish Joint Distribution Committee
  6105 | American Jewish World Service
  4429 | American Land Services.com
    22 | American Leisure
 10372 | American Management Association
  8885 | American Medical Response
  4056 | American Museum of Natural History
  7466 | American Paradigm Schools
 11165 | American Physical Therapy Association
 11029 | American Psychiatric Association
 10221 | American Red Cross
  4897 | American Red Cross, SEPA
  3701 | American Renal Associates
   902 | American Securities Capital Partners
  2792 | American Society for Technion
 10131 | American Sociological Association (ASA)
  5777 | American Surgeons International
  5855 | American Tax Solutions, Inc
  6117 | American Thoracic Society
 10328 | American Tower and University of Phoenix
 10619 | American Unit Inc
  3541 | American Univeristy of Antigua
 10877 | American University
  6225 | American University of Beirut
  6729 | American University Washington College of Law Student
  9908 | American Youth Dance Theater
  5467 | America Online
  2358 | America Reads Tutor
  4250 | Americas Nutrition
  6536 | America Votes
  2878 | AmeriCorps
  6803 | Ameriprise Financial
  8614 | AmerisourceBergen
  5664 | Amerro Assest Management
  3374 | AMEX
  7480 | AMI Partners
   580 | Amityville School District
  4436 | Amplifi Commerce
 10404 | Amplify
  8050 | AMPUSH
  4186 | Amscot Financial
   688 | Amsterdam Hospitality Hotel Group
  4902 | Amsworldweb
  3717 | Amtrak
  9894 | AmTrust Financial
  3557 | Amundi
  9631 | Amur Capital Management LP
  8070 | Amy Biehl High School
 10788 | Amy B. Lewis, MD Dermatology and Assoc.
  5695 | Amy Falbaum & Associates
  3468 | Amy Gardner
  4724 | Amy's Bread
  7595 | ANA
  9119 | Anadarko Petroleum Corporation
  5370 | Anaheim Union High School Distict
  8760 | Analysis Group
  3798 | Analytics Operations Engineering
  9606 | Anchorage
  7345 | Anchor Associates
 10376 | Anchor Consultants
  3222 | Andbanc Wealth Management
  9665 | Anderson Global Macro
  2338 | Anderson Kill & Olick, P.C.
  3680 | And Grad Student
  1717 | Andrea Meislin Gallery
  5898 | Andre Balazs Properties
  2847 | Andres Kurth LLP
  9642 | Andrews Kurth LLP
   825 | Andrew Sports Club
  3977 | Angelo Gordon
  1571 | Angel Textiles
  4744 | Anna K Lieder
  6717 | Anne Arundel County Public School System
  7962 | Anne LIbby Management Consulting LLC
  1629 | Anne Taylor
  9304 | Annex Teen Clinic
  6967 | Ann Sacks a Kohler co.
  4768 | Anoka Hennepin School District
  5138 | Anoka Technical College
  4647 | Anomaly
  3446 | Antenna Inc.
  6500 | Anthem Blue Cross and Blue Shield
 11280 | Anthem, Inc.
  8133 | Anthony Travel
  6169 | Antinozzi Associates
  6809 | Antioquia
  5571 | AOL Huffington Post
  3884 | Aon
  6341 | Aon Corp
  4192 | Apache
  7408 | Apartment Therapy Media
  3526 | Apax Partners, L.P.
 10058 | Aperian Global
  5673 | APEX
  9505 | Apex Filtration and Environmental
 10509 | APG Asset Management
  5457 | Aphrodiva Artistry
 10244 | Apne Aap International
  8654 | Apollo Theater
 10474 | Appboy
  8041 | Apple
  4859 | Apple America Group
  6937 | Applebee's
  6946 | Apple Blossom
   683 | Apple, Inc.
  6944 | Applewood Centers, Inc
  5141 | Applied Engineering Concepts
  8764 | Applied Research Associates
  8235 | Applied Underwriters
  3426 | AppNexus
  7261 | Appollo Global Management
 11175 | Appomattox Advisory
  2921 | Apponaug Business Services
  7264 | Appraisal Group
  7974 | AppSense
  7317 | appssavvy
 11066 | APS Healthcare
  1101 | Aptium Oncology
  8008 | AQR Capital Management LLC
  8793 | Aquagrill
   894 | Aqua Investment Management
  7004 | Aquarion Water Company
  4348 | Aquinas High School
  5417 | ARAMARK
  6214 | Arbor Commercial Mortgage, LLC
  3341 | Arbor Education and Training
  7744 | Arborview Capital
  8221 | Arcadia Solutions
  9229 | ARCADIS, U.S.
  6611 | ArcelorMittal
  5210 | ArcelorMittal Steel
  4894 | Archbishop Mitty High School
  9679 | Archdiocese of New York
  5322 | Archdiocese of San Antonio
   273 | Arch Insurance Company
  1064 | Arch Insurance Group
  8466 | Architecture Inc
  7052 | Archon Group
  2500 | Arden Asset Management LLC
  7246 | Ardsley Middle School
  1100 | Area/Code Games
  4557 | AREA Property Partners
 11073 | Arent Fox LLP
  3407 | Ares Capital
  6779 | Ares Management
  3893 | ARGA Investment Management
  6696 | Argosy University Intern
   530 | Argus Research
  4753 | Arista Networks
  5383 | Arizona Counseling and Treatment Services, LLC
  6547 | Arizona State University
  7237 | Arkadium, Inc.
  9549 | Ark Advisors LLC
 10748 | Arkoma
 10144 | Arkus, Inc.
  6571 | Arlington ISD
  8446 | Arlington Memorial Hospital
  5661 | Arlon Group LLC
  6707 | Armajaro Trading, Inc.
  1288 | Armani Exchange
  5759 | Armark Staff Member
  8792 | Armbrust International
  1031 | Arms Acres
  2599 | Armstrong Advisory Group
  2622 | Army
 11290 | Army National Guard
  1149 | Arnell
  7570 | Arnold & Porter
  1805 | Arnold & Porter LLP
   514 | Arnold Worldwide
  3195 | Arquitectonica
 11234 | Array Architects
  2996 | Arriba Arriba
  2540 | Arrow Electronics
 10665 | Arrowhead Tutors
  2868 | Arrowstreet Capital
  5066 | Arroyo Vista Family Health Center
 11241 | Arsenal Capital Partners
  3713 | ART + COMMERCE
  8906 | Art Dealers Association of America
  5595 | Artech Information systems
 11365 | Artemis Strategies, LLC
  8574 | Art Gallery
  6505 | Arthur Ashe Institute for Urban Health
   463 | Art in General
  6109 | Art Institute of Pittsburgh
  2038 | Artio Global Investors
 10132 | Artis Senior Living
  4456 | Artist's studio
 10930 | Arts and Science Council Mecklenburg
  8573 | Arts Ballet Theatre of Florida
 10738 | Artstor
 10080 | Artsy, Inc
  5615 | Artvest Partners
  9086 | Aruliden
  7713 | ASCD
 10430 | Ascend Learning Network
  6740 | A.S. Charity Fundraising
  6464 | ASG at Google
  3952 | Ashford.com
  7491 | Ashkenazy Aquisitions Corp.
  9046 | Ashmore Investment Management
 10138 | Ashoka Fellow
 10053 | Ashurst LLP
  1510 | Asian Women In Business
  8638 | Asia's Little Angels Daycare
  2891 | ASME
   221 | ASML
  2560 | ASPCA
  6694 | Asphalt Green
   283 | ASPIRA of New York, Inc.
  3093 | Aspirent Marketing & PR, LLC
  6212 | Aspire Public Schools
  6342 | ASR Analytics
 10873 | ASRC Federal
  4182 | ASRC Management
  8265 | Assistant District Attorney, Menomonie, WI
  7105 | Associa
  4269 | Associated Pediatricians, LLC
  4601 | Associated Press
  9751 | Association for Childhood Education International
  2528 | Association for Energy Affordability, Inc.
  8004 | Association for Psychological Science
 11210 | Association for the Accreditation of Human Research Protection Programs, Inc.
  4101 | Association of Junior Leagues International, Inc.
 11303 | Association of Public and Land-grant Universities
  9748 | Association of the United States Army
  4888 | Association to Benefit Children
  9499 | Assurant Employee Benefits
  7783 | Assurant, Inc.
  1076 | Assured Guarantee Corp
  4535 | Assured Guaranty
  3487 | Astellas Pharma, US
 10934 | Astoria Bank
  5300 | Asylum Entertainment
  1128 | Asymptote Architecture
  3290 | Atalaya
   305 | Atalaya Capital
  5953 | ATCO Real Estate Acquisitions
   529 | Athletes For Charity
  5016 | At Home With Children
  9886 | ATK
  1040 | A.T. Kearney
  3707 | Atlanic Cape Community College
  2153 | Atlanticare
  2198 | AtlantiCare Behavioral Health
  3236 | AtlantiCare Kids
  2591 | Atlantic Cape Community College
  4178 | Atlantic City Board of Education
  2655 | Atlantic City Electric
  4396 | Atlantic City Fire Dept.
  4283 | Atlantic City High School
  8375 | Atlantic Investment Management
   342 | Atlantic Media
  2340 | Atlantic Prevention Resources
  6384 | Atlas Advertising
  8747 | Atlas CRE Group
  1473 | Atlas Media Corp
  9254 | Atlas Project Support
  7077 | Atria Senior Living
   937 | Atrium
   394 | Atrium Staffing
  2041 | AT&T
 10533 | Attain LLC.
  8795 | Attention USA
  8890 | AT&T Mobility supporting Home Solutions
   934 | Attorney, Dept. of Small Business
  6592 | Au Bon Pain
  9645 | Auburn University
 10995 | Auction.com
  6397 | Audex Group
  8900 | Audi Of America
 11235 | Audio Solutions
   884 | Audit
   343 | Audix
  3602 | Audrey Golden Associates
  8594 | Audubon
  3062 | Audubon Nature Institute
  4812 | Augsburg College
  9049 | Ausley McMullen P.A.
  8057 | Austin College
  5761 | Austin Independent School District
  7204 | Austin Industries
  8401 | Australian New Zealand Banking Group
  9569 | Autobahn Motorcars Inc
 10477 | Autodesk Inc.
 10483 | Auto Glass Services, Inc
  3443 | Automatic Data Processing
  6545 | AUTOMATIC DATA PROCESSING (ADP)
  3161 | AutoNation
 10083 | Aux Sable Liquid Products
  7629 | Avalere Health LLC
   883 | Avalon Group Ltd
  1191 | Avanade, Inc
  3669 | Avante at Saint cloud
  3801 | Avatar Investors
  9247 | Avenue
  5971 | Avenue Capital
  6477 | Avenues World Holdings LLC
  7826 | Avery Dennison
  5128 | Aveus
  7291 | Aviall, A Boeing Company
  3979 | Aviary, Inc.
   517 | Aviation Safeguards
  8444 | Avion Software
  9479 | Avison Young
  2689 | AVI-SPL
  4702 | Avista Capital
  7154 | Aviva Investors
  5121 | AvMed Health Plans
  4046 | AVM Software, Inc.
  5510 | Avon
   707 | Avon Cosmetics
  4593 | Avon products
  3556 | Aware Music / Universal Records
  4235 | Away we Grow Learning Center
  7232 | Awes
  3841 | Awesome Inc.
  6513 | AWP Network
  1732 | AXA
  9102 | Axial
  8451 | Axial Market Inc.
  6255 | Axioma
  2067 | Axiom International Investors
  5624 | AXIS
  6444 | Axis Insurance
  1554 | Axium Legal
  3562 | axp
 10656 | Axtria
  1815 | Azania Associates
  1836 | AZ. Department of Environmental Quality
  8289 | AZ Management
  7465 | b1media/b1studios
  7191 | Babble.com
 10827 | BabyVision
  5179 | Bacardi
  3189 | Back in school
 10047 | Backstage, LLC
  7575 | Badda
 11076 | Badichi Belts
  7980 | BAE Systems
  3836 | Bahama Breeze
  1858 | Bailey House, Inc.
  3982 | Bain
  5566 | Bain and Co
  4073 | Bain & Co
   380 | Bain & Company
  4782 | Bain & Company, Inc.
  7062 | Baker Botts LLP
    74 | Baker Botts, LLP
  8579 | BakerHostetler
  6670 | Baker & Hostetler
  5270 | Baker Hughes
  7262 | Baker Hughes Centrilift
  4039 | Baker Hughes Inc.
  3815 | Balboa Search LLC
  2709 | Balch & Bingham LLP
   951 | Baldwin Bell Green
  4210 | Baldwin Union Free School District
  6168 | Baldwin-Wallace College
  6196 | Balestra Capital
 11098 | Baltimore Orthopaedics and Rehab
  2482 | Baltimore State's Attorney
   629 | Balyasny Asset Management
  4503 | Banana Republic
   219 | Banc of America Securities
  2094 | Banco Popular North America
 10823 | Bandsintown Group
  6030 | Bangladesh Mission to UN
  9640 | BANG Music
 11158 | Bank
  5441 | Bank Leumi USA
  7998 | Bank of Albuquerque
   950 | Bank of America
  7068 | Bank of Montreal
  1210 | Bank of New York
 10161 | Bank of New York Mellon
  7221 | Bank of Texas
  8608 | Bank of the Rio Grande
  4340 | Bank of the West
 10622 | Bank of Tokyo
   543 | Bank Street School for Children
  5073 | BankUnited
  5686 | Baptist Health South Florida
  5056 | Baptist Hospital of Miami
 10779 | Barberitos
  4351 | BARBRI Bar Review
  4693 | Barclay's
  3029 | Barclays Capital
 10763 | Bard College
  3510 | Bare Necessities
  8092 | Barker DZP
  8785 | Barnard College
 11257 | Barnes and Noble
  3136 | Barnes & Noble.com
 10502 | Barneys New York
  2040 | Barnum Financial Group
  7242 | Baron & Budd, P.C.
  7202 | Barrack Rodos and Bacine
  6357 | Barry, McTiernan & Moore, LLC
  3207 | Barry University
    86 | Baruch College
  7841 | Basden Steel
  9138 | Base 5 Retail Partners
  8475 | BASF
  7984 | Bassford Remele, P.A.
  5149 | Basso Capital Management, L.P.
  3989 | Bass Underwriters
  5478 | Bath and Body Works
  1703 | Battelle
   879 | Battelle NW
  1546 | Battelle-Pacific Northwest National Laboratory
  7137 | Baxter
  6997 | Bayada Nurses/Elwyn Seeds
  5503 | Bay Area Tech Workers
  7911 | Bay Corporation
  2245 | Bay Crest Partners
  5472 | Bayer Healthcare LLC
  6469 | Baylor College of Medicine
  7818 | Baylor Health Care
  6918 | Baylor University Medical Center
  4116 | Baylor University School of Law
  3789 | Bay Path College
 10644 | Bay Street Advisors LLC
  5947 | Bayview Consulting
  6743 | BBBS
  7886 | BBBS-CNM
  9742 | BBBS of Greater Pittsburgh
  1807 | BBDO
  5463 | B&B Hospitality Group
  2886 | BBR
  1785 | BBR Partners
  3411 | BB&T Capital Markets
  4989 | BBVA Compass
  8920 | BBVA Compass Bank
    82 | BCBG
  3915 | BCL Wealth
  5701 | BCM
  3987 | BC Partners
  2959 | BCP Securities
  4099 | BCP Securities LLC
 11171 | BD (Becton, Dickinson and Company)
  5601 | BDO LLP
  6660 | Beach Benefits Group
 10833 | BeaconLight Capital
  5727 | Beanstalk
   122 | BearingPoint
  1439 | Bear Stearns
  1889 | Bears United in Litercay Development, Cal Corps.
 10951 | Beautiful Planning Marketing & PR
  1856 | Bebe
  8571 | Bechtel Oil, Gas & Chemicals Inc.
  7641 | Beckett Gas, Inc.
  8689 | Beckman Coulter Inc
   679 | Bed, Bath and Beyond
  6590 | Bedford High School Maintainence
 10134 | Bedford Stuyvesant Family Health Center
  4031 | Bedford Stuyvesant Head Start
  8274 | Bedford Stuyvesant New Beginnings Charter School
  8046 | Bedrocket Media Ventures
  2663 | Beeby Clark+Meyler
  6651 | Beech Brook
  8633 | Behrman Capital
  5561 | Behrman Communications
 10250 | Beiersdorf
 10357 | Beldock Levine & Hoffman LLP
  7053 | Belfor
  9789 | Belk
  5858 | BellCast Partners
  1780 | Bell Curves
  6124 | Bellefaire JCB
   771 | Bellevue Hospital
  7100 | Bell Helicopter
  4320 | Bellmore Physical Therapy, Mary Lou Schade
  6635 | Bell Street Billing LLC
  4810 | Belmont Center for Comprehensive Treatment, Aramark
  3868 | Belvedere Trading LLC
  7923 | Benchmark Hospitality at Deloitte University
  6202 | Benchmark Solutions
  8630 | Bendix
  9954 | Bendon Group
  6318 | Bend the Arc: Jewish Partnership for Justice
  2132 | Benefitfocus
  5413 | Benefits Data Trust
  2581 | Benenson Strategy Group
  7707 | Benesch
  7705 | Benesch Friedlander
  7306 | Benjamin N. Cardozo School of Law
  7071 | Benson Hlavaty Architects
  2307 | Bentley's
  7948 | Bentz Whaley Flessner
  6789 | Benza & Associates, Inc.
  8336 | Berea Lake Towers Retirement Community
 10269 | Berg & Androphy
  5931 | Bergdorf Goodman
 10933 | Bergen Performing Arts Center
  5416 | Berger & Montague, P.C.
  2022 | Berglass+Associates
  4566 | Berkeley College
 11113 | Berkeley Research Group
  4970 | Berkeley Unified School District
  6903 | BerkleyMed/ W. R. Berkley Corporation
  3131 | Berkowitz, Dick, Pollack & Brant
  4278 | Berlitz Corporation
  8927 | Bernalillo County Government
  9997 | Bernalillo County Metropolitan Court
  6608 | Bernard Consulting, Inc.
  7640 | Bernardo Fashions
   565 | Bernstein Litowitz
  9541 | Berry, Appleman & Leiden LLP
 10927 | Bert Davis Executive Search
  6388 | Bespoke Education Inc.
  4079 | Bespoken
  1145 | Bessemer Trust
  5544 | Bessemer Venture Partners
 11342 | Best Buddies International
  8430 | Best Buy
  4401 | Best Plumbing Inc.
  5076 | BET
  2136 | Beth Abrahams Health Services, Comphrensive Care Management
  7138 | Bethanna
 10929 | Bethany Christian School
  3714 | Be The Change, Inc.
  8690 | Bethesda Lutheran Communities
  1048 | Beth Israel Medical Center
  4858 | Beth Israel Medical Group
  8628 | Bethpage federal credit union
  1188 | Bethstar Capital Partners
    43 | BET Networks
  4449 | Better Boundaries
  4776 | Better Place
  8682 | Better World Advertising
  5965 | Beval Saddlrey
  4507 | Beverage Media Group
  1790 | Beveridge & Diamond, P.C.
  4223 | Bevmax Office Centers
  6948 | Bexar County Detention Center
  5585 | Beyond Capital Fund
  9092 | Beyond Emancipation
 11256 | Beyond Times Square
 10809 | Beyond Z
  1329 | BFS
  9470 | BGC Partners
  8425 | BG Dealer Services
  9356 | BHP Billiton
 10859 | Bibby Subsea Ltd.
  3575 | Bickel & Brwer
 10317 | Bidwell Training Center/Manchester Bidwell Corp.
  1988 | Bielan, Miklos & Makrogiannis, P.C.
  3666 | Big Bend Homeless Coalition
 10303 | BIG - Bjarke Ingels Group
  4750 | Big Brothers Big Sisters
  9940 | Big Brothers Big Sisters Lone Star
  6827 | Big Brothers Big SIsters Lone Star
 11185 | Big Brothers Big Sisters of Colorado
  9782 | Big Brothers Big Sisters of Greater Charlotte
 11304 | Big Brothers Big Sisters of Southern Nevada
  8705 | Big Brothers Big Sisters Southeasten Pennsylvania
  3169 | Big Pita, Little Pita Prods.
  7807 | Big Thought, Inc.
  2867 | BI, Inc.
  7371 | Billboard - Promethus Media Group
 10355 | Bill Levine Diamonds Inc
  5644 | Bilzin Sumberg Baena Price & Axelrod LLP
   775 | Binder & Binder Law Firm
