Member_Site_ID|Employer_ID|Employer_Name|New_Employer_ID|New_Employer_Name
234|8|Ernst & Young||
11|8|Ernst & Young||
10|8|Ernst & Young||
4|8|Ernst & Young||
139|8|Ernst & Young||
187|8|Ernst & Young||
96|8|Ernst & Young||
153|8|Ernst & Young||
1|8|Ernst & Young|| 
191|8|Ernst & Young||
194|8|Ernst & Young||
1|9|John Wiley & Sons|| 
134|10|UBS||
101|10|UBS||
14|10|UBS||
7|10|UBS||
10|10|UBS||
13|10|UBS||
6|10|UBS||
197|10|UBS||
186|10|UBS||
1|10|UBS||
194|10|UBS||
12|11|Self-employed||
96|11|Self-employed||
20|11|Self-employed||
19|11|Self-employed||
7|11|Self-employed||
14|11|Self-employed||
6|11|Self-employed||
5|11|Self-employed||
195|11|Self-employed||
11|11|Self-employed||
16|11|Self-employed||
4|11|Self-employed||
186|11|Self-employed||
3|11|Self-employed||
1|11|Self-employed|11|Self-employed
194|11|Self-employed|11|Self-employed
16|12|Monitor||
11|12|Monitor||
4|12|Monitor||
6|12|Monitor||
1|12|Monitor||
12|13|Retired||
6|13|Retired||
7|13|Retired||
10|13|Retired||
126|13|Retired||
14|13|Retired||
4|13|Retired||
233|13|Retired||
192|13|Retired||
5|13|Retired||
20|13|Retired||
132|13|Retired||
11|13|Retired||
3|13|Retired||
147|13|Retired||
101|13|Retired||
186|13|Retired||
195|13|Retired||
234|13|Retired||
120|13|Retired||
184|13|Retired||
148|13|Retired||
1|13|Retired||
196|13|Retired||
194|13|Retired||
121|14|iMentor||
6|14|iMentor||
115|14|iMentor||
11|14|iMentor||
14|14|iMentor||
187|14|iMentor||
182|14|iMentor||
188|14|iMentor||
183|14|iMentor||
193|14|iMentor||
1|14|iMentor|| 
1|15|Self-employed |11|Self-employed
20|16|NorthStar||
187|17|Medical Student||
11|17|Medical Student||
181|17|Medical Student||
1|17|Medical Student||
191|17|Medical Student||
11|18|Crain Communications||
1|19|Full-time Graduate Student|402|Student
20|20|,McElroy,, Deutsch,, Mulvaney and Carpenter,, LLP,||
1|21|Quinn & Company||
1|22|American Leisure|| 
4|23|BNI||
1|24|SL Green |1558|SL Green Realty Corp
1|25|Lone Pine Capital/Foundation|155|Lone Pine Capital
1|26|National Australia Bank||
20|27|JCP&L/First Energy||
1|28|Capital Trust |2912|Capital Trust
1|29|Hunter College|| 
1|30|Metcalf & Eddy||
1|31|Lord & Taylor |1398|Lord & Taylor
184|32|Cisco||
190|32|Cisco||
1|32|Cisco|| 
1|33|Mount Sinai||
1|34|,Easton Associates,, LLC,|| 
1|35|Glocap LLC|| 
1|36|Higdon Partners|| 
121|721|New York City Board of Education||
11|721|New York City Board of Education||
1|721|New York City Board of Education||
14|38|RBS/CITIZENS||
4|39|PNNL (Pacific Northwest National Laboratory)||
1|40|Parallel MVMT||
4|41|The Boeing Company||
181|41|The Boeing Company||
1|42|CTPartners|| 
1|43|BET NETWORKS|43|BET Networks
188|44|HSBC||
123|44|HSBC||
183|44|HSBC||
1|44|HSBC|609|HSBC Bank USA
1|45|Fluidity Fitness|| 
1|46|Dan Wigutow Productions Inc.|| 
190|47|McKinsey & Company||
5|47|McKinsey & Company||
186|47|McKinsey & Company||
1|47|McKinsey & Company|47|McKinsey & Company
1|48|DA Capital|| 
1|49|saks fifth avenue|424|Saks Fifth Avenue
1|50|Warner Music group|877|Warner Music Group
192|51|Con Edison||
1|51|Con Edison|| 
11|52|Randa Accessories||
1|53|Impulse Media Productions|| 
1|54|MPS Group||
4|55|Pudget Sound Center||
181|56|Susquehanna International Group||
1|56|Susquehanna International Group||
1|57|Preston Bailey Design||
5|58|NFTE||
1|59|Columbia Grammar & Prep School|| 
186|60|Saks Incorporated||
1|60|Saks Incorporated|424|Saks Fifth Avenue
1|61|Forest Laboratories inc|7524|,Forest Laboratories,, Inc.,
101|62|Polo Ralph Lauren||
1|62|Polo Ralph Lauren||
1|63|NBC-Universal (television)|1618|NBC Universal Inc.
1|64|Independant Contractor|6327|Independent Contractor
1|65|United Way of New York City||
14|66|RBS Card services||
4|67|WA State Dept. of Ecology||
1|68|Ambient Planet|| 
1|69|D. E. Shaw & Co.|69|D.E. Shaw & Co.
19|70|Gotham Pictures||
1|71|COAST ASSET MANAGEMENT|71|Coast Asset Management
1|72|,Par Pharmaceutical,, Inc.,||
1|73|SIG||
1|74|,Baker Botts,, LLP,|| 
1|75|Massey Knakal||
1|76|Ita's Wig Salon|| 
1|77|Schick Technologies||
1|78|Weeksville Heritage Center||
1|79|,Access Staffing,, LLC,|| 
11|80|Merrill Lynch / Bank of America||
1|81|Alan Weiss Productions|| 
1|82|BCBG|| 
1|83|JCrew|1017|J.Crew
1|84|Management Leadership for Tomorrow||
194|84|Management Leadership for Tomorrow||
1|85|Reed Midem||
1|86|Baruch College|| 
1|87|unemployed |7|Unemployed
1|88|Food Network|| 
12|89|Siebert Brandford Shank||
5|90|Capital IQ||
1|91|100 Women in HFS|| 
1|92|Performax Physical Therapy||
1|93|US Department of State||
1|94|The National Foundation for Teaching Entrepreneurship (NFTE)||
1|95|Renee's Accessories||
1|96|,Curtis,, Mallet-Prevost,, Colt & Mosle LLP,|| 
1|97|,Stempel Bennet Claman & Hochberg,, P.C.,||
20|98|Sumitomo Mitsui Banking Corporation||
1|98|Sumitomo Mitsui Banking Corporation||
1|99|Merkley + Partners||
1|100|,Justice Lowe,, New York Supreme Court Commercial Division,|100|New York Supreme Court
1|101|The Rodgers & Hammerstein Organization||
1|102|New York Presbyterian Hospital ||
4|103|Cadwell||
20|104|,The Ogilvy Group,, North America,||
1|105|PRADA USA Corp.||
1|106|Stroock & Stroock & Lavan||
1|107|I am self employed and in graduate school.|11|Self-Employed
14|108|healthnet||
1|109|NYCDEP||
1|110|NYU-Wasserman Center for Career Development|399|New York University
181|111|American Cancer Society||
1|111|American Cancer Society|| 
14|112|RBS Card Services||
20|113|Forestdale Inc. Fathering Initiative Program||
1|114|Pricewaterhouse Coopers||
14|115|st. vincents medical center||
1|116|TheMarkets.com||
1|117|PERRY ELLIS INTL|150|Perry Ellis International
11|118|Professor Larissa Bonfante at New York University||
1|119|maniaTV Networks||
1|120|NYC Dept. of Health|618|New York City Department of Health and Mental Hygiene
1|121|Golf Magazine|| 
1|122|BearingPoint|| 
1|123|Live Nation|5565|Live Nation Entertainment
14|124|HEALTHNET||
123|125|Verizon||
94|125|Verizon||
1|125|Verizon||
191|125|Verizon||
1|126|Jones Apparel Group|| 
1|127|Centerplate|| 
1|128|Vindigo Inc||
11|129|Dept. of Veterans Affairs-also a student at Teachers College||
11|130|Bronx District Attorney||
1|131|Katie Ridder Inc.|| 
192|132|Children's Aid Society||
1|132|Children's Aid Society|3618|The Children's Aid Society
1|133|Milbank Law Firm||
12|134|Nia Community Public Charter School||
11|135|,Local 32BJ,, Service Employees International Union,||
1|136|NFL|686|National Football League
1|137|Next Jump Inc. ||
1|138|Safe Horizon||
11|139|Securities Training Corporation ||
17|140|St. Clement School||
1|141|GATT Communications Inc|| 
5|142|TIAA-CREF||
1|142|TIAA-CREF||
20|143|Forestdale Inc||
187|144|Health Net||
14|144|Health Net||
1|145|Deutsche Bank |1389|Deutsche Bank
124|146|NYC Department of Education||
20|146|NYC Department of Education||
1|146|NYC Department of Education|870|New York City Department of Education
11|147|Rabobank||
1|147|Rabobank||
1|148|Indymac Bank|| 
1|149|Taxi||
1|150|Perry Ellis International||
1|151|MJW Media Style/ Consultant||
17|152|GB PROPERTY MGMT.||
1|153|The Gap||
115|154|Macy's||
187|154|Macy's||
20|154|Macy's||
1|154|Macy's|3489|,Macy's,, Inc.,
1|155|Lone Pine Capital|| 
1|156|,Supreme Court,, Appellate Division,, Departmental Disciplinary Committee,||
1|157|Our365||
1|158|AHRC|6106|AHRC New York City
14|159|HC - Retired||
1|160|USA Today|206|USA TODAY
14|161|,Sikorsy,, UTC,||
1|162|Nw York City Department of Education||
1|163|Hofstra University|| 
1|164|Ogilvy Public Relations Worldwide||
1|165|Empire Wealth Mangement|| 
1|166|Urban Express||
1|167|Cadwalader Wickersham & Taft|| 
1|168|Quad Graphics||
20|169|MSCI Barra||
1|169|MSCI Barra||
4|170|Western Washington University||
1|171|City of New York Mayor's Office of Management and Budget|7508|City of New York - Office of the Mayor
1|172|Henry Schein|172|Henry Schein
1|173|Veritas Capital||
1|174|DTocument Technologies Incorporated|| 
11|175|full time student||
19|176|,various freelance,, True Entertainment,, KPI,, Media-Button recently,||
101|177|NYU School of Medicine||
105|177|NYU School of Medicine||
1|177|NYU School of Medicine||
20|178|Teachers College Columbia University/ Doctoral student||
1|179|Judge Technical Staffing|3|Other
1|180|Sentinel Capital Partners||
1|181|CNN|| 
4|182|kennewick general||
1|183|TIGER 21||
192|184|Deloitte||
20|184|Deloitte||
181|184|Deloitte||
94|184|Deloitte||
1|184|Deloitte|| 
191|184|Deloitte||
1|185|nonprofit|3|Other
20|186|New York City Law Department||
1|186|New York City Law Department||
1|187|The Araca Group||
195|188|Federal Government||
11|188|Federal Government||
187|188|Federal Government||
1|188|Federal Government|| 
4|189|Washington State Department of Ecology||
1|190|Neighborhood Housing Services||
1|191|Personal|3|Other
12|192|Law Firm||
183|192|Law Firm||
187|192|Law Firm||
1|192|Law Firm|3|Other
5|193|Verified Person||
14|194|ESPN||
148|194|ESPN||
1|194|ESPN|| 
1|195|Empire State Medical Assoc.|| 
1|196|Chase || 
1|197|New York Stock Exchange||
194|197|New York Stock Exchange||
1|198|The Oxbridge Financial Group||
1|199|Alison Brod Public Relations|| 
1|200|Genius Computer Solutions|| 
1|201|Urbahn Architects||
1|202|McKinsey |47|McKinsey & Company
115|203|J.P. Morgan||
121|203|J.P. Morgan||
182|203|J.P. Morgan||
1|203|J.P. Morgan|625|JPMorgan Chase
194|203|J.P. Morgan||
1|204|Institute of International Education|| 
1|205|DGHM|| 
1|206|USA TODAY||
1|207|Canadian Consulate General || 
12|208|Johns Hopkins||
1|209|Fordham University|| 
20|210|SkyBridge Capital||
1|210|SkyBridge Capital||
1|211|NPower NY||
4|212|sasol petroleum international||
1|213|Scotia Capital||
1|214|Kohn Pedersen Fox Associates PC|| 
1|215|Yahoo! Inc|215|Yahoo! Inc
11|216|Latham & Watkins LLP||
1|217|,Aluka,, Bocca Lupo (restaurant),|217|,Aluka,, Bocca Lupo,
1|218|Schulte Roth & Zabel||
1|219|Banc of America Securities|| 
1|220|RBC Capital Markets|795|,RBC Capital Markets,, Inc,
1|221|ASML|| 
188|222|Goldman Sachs ||
1|222|Goldman Sachs |2|Goldman Sachs
1|223|Vulcan Capital Management||
1|224|Boehringer Ingelheim Pharmaceuticals Inc.|| 
1|225|Standard & Poor's ||
1|226|Viacom/ MTV||
1|227|OPERA America|1331|Opera America
1|228|Estabrook Capital Management|| 
1|229|Robert Half International||
1|230|Greenhill & Co.|| 
1|231|Robert K. Futterman & Associates||
1|232|New York Times|739|The New York Times
1|233|LEAS|| 
1|234|Unilever |1137|Unilever
1|235|Quantum Management||
10|236|Center for Researching & Consulting (CRC)||
4|237|LIGO Hanford Observatory||
1|238|Manhattan Country School||
1|239|HSBC |609|HSBC Bank USA
1|240|TD Ameritrade||
191|240|TD Ameritrade||
4|241|Sunnyside Community Hospital||
1|242|Dolla Management|| 
1|243|NYC Dept of Education |870|New York City Department of Education
1|244|Marina Maher Communications||
14|245|St. Vincent's Med. Ctr.||
20|246|MDRC||
1|246|MDRC||
1|247|Kirshenbaum Bond & Partner|| 
1|248|,Newmark & Company Real Estate,, Inc,||
12|249|House of Representatives||
1|250|,ICBC Broadcast Holdings,, Inc,|| 
1|251|Novartis Pharmaceuticals||
1|252|Vantage Artists Management||
1|253|Gibbs & Soell Public Relations|| 
1|254|,Weitz & Luxenberg,, PC,||
1|255|teacher/temp|3|Other
1|256|jetBlue Airways|2129|JetBlue Airways
1|257|Kaplan |9577|Kaplan Inc.
1|258|Metromotion Productions||
1|259|Friends Without A Border|| 
1|260|Massey Knakal Realty|1987|Massey Knakal Realty Services
1|261|George Weiss Associates|| 
1|262|Sofield||
4|263|WSU||
1|264|Time Warner Corporate|6771|Time Warner Cable
1|265|Taylor Public Relations||
1|266|Sloss Eckhouse Brennan LLP ||
1|267|Henry St. Settlement|| 
1|268|JP Morgan |625|JPMorgan Chase
1|269|Yahoo!|215|Yahoo! Inc
11|270|Divine Capital Markets LLC||
1|271|Brooklyn Philharmonic|| 
231|272|American Express||
11|272|American Express||
20|272|American Express||
5|272|American Express||
181|272|American Express||
192|272|American Express||
1|272|American Express|| 
1|273|Arch Insurance Company|| 
1|274|Covenant House|| 
3|275|Legal Outreach||
1|276|Wall Street Access||
4|277|Whatcom Conservation District||
4|278|Port Blakely Communities||
1|279|Liz Claiborne|| 
1|280|TRIPLE A CONSTRUCTION|280|Triple A Construction
1|281|Ogilvy||
1|282|Princeton Brand Econometrics||
1|283|,ASPIRA of New York,, Inc.,|| 
1|284|Capricorn Design Limited|| 
14|285|Sikorsky Aircraft-UTC||
14|286|DonorsChoose.org||
1|286|DonorsChoose.org|| 
1|287|NYC Dept. of Education|870|New York City Department of Education
1|288|Michael C. Fina||
1|289|McCann-Erickson|289|McCann-Erickson
1|290|Making Books Sing||
1|291|Nannie|3|Other
1|292|Overlook Press||
1|293|Health Science Communications|| 
12|294|morgan state university student and employee||
1|295|The Hunger Project||
4|296|,Puget Sound Center for Teaching,, Learning and Technology,||
14|297|United Illuminating||
1|298|iGavel.com|| 
1|299|Common Cents|| 
1|300|OP-3/American Foundation for Suicide Prevention||
1|301|Warnaco||
1|302|RMJM||
14|303|RBS ||
121|304|Rockefeller University||
1|304|Rockefeller University|7686|The Rockefeller Univeristy
20|305|Atalaya Capital||
1|305|Atalaya Capital|| 
1|306|Ramapo for Children||
1|307|The Port Authority of NY & NJ|1366|Port Authority of NY & NJ
1|308|Rafael Vinoly Architects||
1|309|Siller Wilk||
1|310|Dreman Value Management|| 
11|311|American Express |272|American Express
1|312|Neuberger Investment Management (formerly Lehman Brothers)||
20|313|Time Warner||
1|313|Time Warner|6771|Time Warner Cable
4|314|CH2M HILL||
1|314|CH2M HILL|| 
1|315|,Milrose Consultants,, Inc.,||
1|316|Estee Lauder Companies|| 
11|317|Wunderman NY||
1|318|Abbott Labs|| 
1|319|McMaster-Carr||
1|320|Aon Re Inc.|6341|Aon Corp
133|321|,Gibson,, Dunn & Crutcher LLP,||
1|321|,Gibson,, Dunn & Crutcher LLP,|646|,Gibson,, Dunn and Crutcher,
14|322|Sikorsky Aircraft Corporation||
1|323|Old West Food Company ||
1|324|,HSBC Bank USA,, NA,|609|HSBC Bank USA
1|325|Park Avenue Synagogue Early Childhood Center||
11|326|OMD||
1|326|OMD||
1|327|Schafer Cullen Capital||
14|328|HC - Westport Weston Health dept||
115|329|Horizon Media||
1|329|Horizon Media|| 
1|330|Glenview Capital || 
1|331|Oberon Media||
1|332|Perella Weinberg Partners||
1|333|Nestle Waters North America||
1|334|U.S. District Court||
14|335|RBS Cards||
1|336|YAI/NIPD Network||
1|337|Leebro Systems|| 
1|338|Piter Cap||
1|339|STV||
5|340|Ecolada||
197|341|DOE||
11|341|DOE||
1|342|Atlantic Media|| 
1|343|Audix|| 
1|344|The Segal Company||
1|345|P.S 276/ Parent Coordinator|345|P.S 276
1|346|Two Sigma Investments|1495|,Two Sigma Investments,, LLC,
1|347|Schwartz and Benjamin||
1|348|,Ross Stores,, Inc.,||
1|349|Caspian Capital Partners LP|| 
1|350|ICICI Bank|| 
1|351|Robinhood Foundation|1012|Robin Hood Foundation
1|352|Custom Solutions from SmartMoney|| 
1|353|Essex County Prosecutor's Office|| 
182|354|Khronos LLC||
1|354|Khronos LLC|| 
1|355|Proskauer Rose LLP|5332|,Proskauer Rose,, LLP,
11|356|parks||
14|357|Sikorsky Aircraft Company||
1|357|Sikorsky Aircraft Company||
1|358|Risk Advisors Inc.||
20|359|StoryCorps||
1|359|StoryCorps||
1|360|,The Parenting Group,, Inc.,||
1|361|AccuServe Inc|| 
11|362|BMCC||
1|363| Credit Suisse|6|Credit Suisse
1|364|Grad Student/Columbia University|402|Student
1|365|Macquarie Capital||
11|366|Duane Morris LLP||
1|367|Chelsea Art Museum|| 
1|368|Mandarin Oriental Hotel Group||
187|369|FINRA||
20|369|FINRA||
1|369|FINRA|| 
12|370|IOMAI Corporation||
1|371|Erin Snow|| 
1|372|Rutgers Grad student and instructor|402|Student
1|373|AIG|| 
20|373|AIG||
186|373|AIG||
1|374|The CooperGroup||
1|375|Rivkin Radler LLP||
1|376|Greystone Park Psychiatric Hospital|| 
1|377|Shiseido Cosmetics||
1|378|Tailwind Capital||
1|379|Microsoft-VMC||
125|380|Bain & Company||
20|380|Bain & Company||
1|380|Bain & Company|| 
194|380|Bain & Company||
191|380|Bain & Company||
1|381|Limited Brands|| 
1|382|Us Weekly||
1|383|Advent|| 
1|384|,Yorkson Legal,, Inc.,||
1|385|Elite model management|| 
1|386|Venture Captial Firm||
1|387|,International Intimates,, Inc.,|| 
1|388|ORC Worldwide||
1|389|The City College of New York||
1|390|Queens Hospital Center||
1|391|Wyeth Consumer||
1|392|Fiscal Management Associates|| 
1|393|L'Oreal|| 
1|394|Atrium Staffing|| 
1|395|VoodooVox||
1|396|Public Health Solutions||
1|397|,Jefferies & Company,, Inc.,|| 
1|398|Cohn & Wolfe|| 
192|399|New York University||
11|399|New York University||
1|399|New York University||
4|400|kennewick general hospital ||
11|401|NYU||
1|401|NYU|399|New York University
166|402|Student ||
1|402|Student |402|Student 
196|402|Student ||
1|403|,Computer services Group,, Inc.,|403|,Computer Services Group,, Inc.,
1|404|PS116||
1|405|VIBE Media Group||
12|406|United States Senate||
194|406|United States Senate||
12|407|Prince William County Circuit Court (law clerk)||
20|408|The Trout Group||
20|409|Chase Manhattan Banks||
1|410|Kane Kessler PC|| 
12|411|Democratic National Committee||
124|412|,Pfizer,, Inc.,||
1|412|,Pfizer,, Inc.,||
1|413|Prospect Capital||
1|414|,VVA,, LLC,||
21|415|NYPD||
121|415|NYPD||
1|415|NYPD|5404|New York City Police Department
1|416|BlackRock|| 
1|417|,Random House,, inc.,||
1|418|Sports Illustrated||
133|419|NYC Law Department||
11|419|NYC Law Department||
1|419|NYC Law Department|186|New York City Law Department
20|420|Sullivan & Cromwell LLP||
187|420|Sullivan & Cromwell LLP||
1|420|Sullivan & Cromwell LLP||
1|421|94x50 (Marketing)|421|94x50
1|422|Suisse American Securities||
4|423|Perry Technical Institute||
11|424|Saks Fifth Avenue||
192|424|Saks Fifth Avenue||
1|424|Saks Fifth Avenue|424|Saks Fifth Avenue
1|425|,Federal Court,, Division of Connecticut,|| 
14|426|Fairfield University||
1|427|Marwood Group|2312|,Marwood Group,, LLC,
11|428|Siemens||
94|428|Siemens||
4|429|Vega Consulting||
20|430|Tower Brook Capital Partners||
1|431|WSA||
1|432|Marcum & Kliegman||
1|433|Ranieri Partners||
1|434|GFI Group Inc.|| 
11|435|Parks Dept||
12|436|Friendship PCS||
1|437|Rubenstein Communications||
177|438|Dewey & LeBoeuf LLP||
182|438|Dewey & LeBoeuf LLP||
1|438|Dewey & LeBoeuf LLP|| 
20|439|Meredith Corporation||
1|439|Meredith Corporation||
1|440|CCG Metamedia|| 
11|441|NYU Wagner||
1|441|NYU Wagner||
1|442|Pediatric Associates of Southern Westchester||
20|443|National Basketball Association||
1|443|National Basketball Association|443|National Basketball Association
1|444|MACYS.COM|3489|,Macy's,, Inc.,
1|445|Tierra Capital Partners||
21|446|MEC||
20|447|Brooklyn College||
1|447|Brooklyn College|| 
20|448|Merrill Lynch||
115|448|Merrill Lynch||
187|448|Merrill Lynch||
195|448|Merrill Lynch||
183|448|Merrill Lynch||
1|448|Merrill Lynch||
191|448|Merrill Lynch||
4|449|The Boeing Co.||
1|450|Langan Engineering and Environmental Services|| 
1|451|Capitol Music Group|| 
1|452|JP Morgan|625|JPMorgan Chase
1|453|Elie tahari Ltd.|453|Eli Tahari Ltd.
1|454|The Broadreach Group||
1|455|Oppenheimer||
1|456|Fund for Public Schools|| 
1|457|NYC Department of Homeless Services|457|New York City Department of Homeless Services
1|458|News Corp||
21|459|Medgar Evers College||
1|460|HSBC Bank|609|HSBC Bank USA
20|461|Starwood Capital Group||
1|461|Starwood Capital Group||
1|462|American City Arts|| 
1|463|Art in General|| 
20|464|Townsend Analytics||
1|465|Lisa Hoffman Skincare|| 
14|466|HC - St Vincent's Health System||
1|467|Nielsen Media Research||
1|468|,Lecturer,, Hunter College,|29|Hunter College
1|469|MTA NYC Transit|3651|MTA/New York City Transit Authority
1|470|Edelman Public Relations|4054|Edelman
1|471|Museum of Jewish Heritage--A Living Memorial to the Holocaust||
21|472|Medgar Evers College YABC ||
11|473|Standard & Poor's||
20|473|Standard & Poor's||
1|473|Standard & Poor's|225|Standard & Poor's 
1|474|Viacom||
1|475|Comedy Central|| 
1|476|Coughlin Duffy LLP|| 
1|477|willkie farr|1341|Willkie Farr & Gallagher
1|478|NYU Medical Center||
187|479|Dallas ISD||
1|479|Dallas ISD|| 
191|479|Dallas ISD||
1|480|IB Strategy Group|| 
1|481|,PKS Capital Intern.,, LTD,||
11|482|EMC Corporation||
11|483|Y&R Brands||
1|483|Y&R Brands||
1|484|Sponsors for Educational Opportunity|484|Sponsors for Educational Opportunity
4|485|Government||
1|485|Government|| 
194|485|Government||
1|486|College of New Rochelle|| 
1|487|Jones Retail Group || 
197|488|Google||
4|488|Google||
20|488|Google||
115|488|Google||
184|488|Google||
188|488|Google||
187|488|Google||
190|488|Google||
6|488|Google||
1|488|Google|| 
1|489|,TEKsystems,, Inc.,||
1|490|NYc Department of Health|618|New York City Department of Health and Mental Hygiene
1|491|Donors Choose|286|DonorsChoose.org
1|492|Macquarie Securities USA Inc.||
1|493|Advisen ltd|| 
1|494|Thompson & Knight||
1|495|National Grid Gas and Electric||
1|496|,Garfunkel,, Wild and Travis,, P.C,|725|,Garfunkel,, Wild & Travis,, P.C.,
121|497|Mount Sinai School of Medicine||
1|497|Mount Sinai School of Medicine||
1|498|Judith Ripka Companies|| 
12|499|CNMC||
1|500|Center for Work-Life Policy|| 
1|501|HeadStart|| 
1|502|New York County District Attorneys Office||
4|503|King County||
1|504|Nortel||
1|505|The Catholic Healthcare System||
1|506|Hugo Boss Fashions Inc|| 
5|507|Smith Barney||
1|508|salon aks|508|Salon Aks
1|509| Student|402|Student
1|510|Ag8 Ltd. || 
1|511|RBS Greenwich Capital||
1|512|Bristol-Myers Squibb Company|| 
192|513|City University of New York||
187|513|City University of New York||
1|513|City University of New York|| 
1|514|Arnold Worldwide|| 
125|514|Arnold Worldwide||
1|515|Fenway Partners|| 
1|516|Padilla Speer Beardsly||
1|517|Aviation Safeguards|| 
1|518|,MediSys Health Network- Jamaica,, Brookdale,, and Flushing Hospitals,||
1|519|Mediacom||
14|520|Sikorsky - Butler Services||
1|521|Common Cents |299|Common Cents
1|522|Fourth Wall Restaurants|| 
14|523|Sikorsky aircraft||
1|524|Clinical Advisors|| 
1|525|Robert A.M. Stern Architects||
11|526|NYC Center for Charter School Excellence||
1|527|United Hospital Fund||
1|528|Clay Finlay Inc.|| 
1|529|Athletes For Charity|| 
5|530|Argus Research||
234|531|Deloitte & Touche||
12|531|Deloitte & Touche||
186|531|Deloitte & Touche||
20|531|Deloitte & Touche||
1|531|Deloitte & Touche|184|Deloitte
14|532|People''s United Bank||
1|533|TransPerfect Translations|1360|Transperfect
85|534|Teacher||
14|534|Teacher||
1|534|Teacher|3|Other
